,texto,sentiment,probabilities
127,Americanas confirma pedido à Justiça para suspensão de ação movida pelo Bradesco ,0,"[[0.5109009146690369, 0.40515434741973877, 0.08394472301006317]]"
128,"Americanas consegue liberar na Justiça R$ 1,2 bi bloqueado pelo BTG Desembargador determinou que os recursos “serão utilizados somente para a atividade fim e sob direta gestão dos administradores judiciais até o julgamento do mérito do mandado de segurança” impetrado pelo BTG",1,"[[0.0018710815347731113, 0.6895095109939575, 0.30861935019493103]]"
129,"Americanas contrata Citi para avaliar venda de ativos e buscar outras opções financeiras  Sócio da Alvarez & Marsal é o novo presidente da empresa, que já recebeu R$ 1 bi do trio de acionistas",1,"[[0.000596370839048177, 0.7384617328643799, 0.26094183325767517]]"
130,"Americanas derrete 77,33%; Ibovespa fecha em queda após anúncio de pacote da Fazenda Tombo dos papéis da varejista, após inconsistências de R$ 20 bi, é o maior da história das ações que compõem a carteira atual do índice desde 1994´; investidores também analisam medidas econômicas anunciadas e inflação nos EUA",1,"[[0.003108690958470106, 0.9937414526939392, 0.0031498754397034645]]"
131,"Americanas desliga mais de 5.000 funcionários em uma semana A empresa diz que seu quadro de funcionários é sazonal e varia conforme as datas comemorativas como Páscoa, Black Friday e Natal",0,"[[0.9328819513320923, 0.06604460626840591, 0.001073360093869269]]"
132,"Americanas diz que precisa girar melhor estoque e buscar equilíbrio com fornecedor Empresa sentiu uma desaceleração na plataforma on-line de venda de itens próprios, porém a comercialização de produtos de varejistas parceiros no on-line apresentou melhor desempenho ",2,"[[0.0019948489498347044, 0.03942544013261795, 0.9585797190666199]]"
133,"Americanas e credores avançam em negociação e estão perto de acordo, dizem fontes Com a injeção de capital, a leitura dos credores é de que a companhia terá chances de se tornar viável, mesmo após os números bastantes negativos divulgados ",2,"[[0.00108569604344666, 0.015692085027694702, 0.9832221865653992]]"
134,Americanas e principais credores assinam acordo após longa negociação Documento final envolveu bancos detentores de 35% da dívida da varejista,2,"[[0.0008951322524808347, 0.14502303302288055, 0.8540818095207214]]"
135,"Americanas faz baixa contábil de R$ 3 bi em ágios de aquisições  Deste total, a maior fatia, de R$ 1,51 bilhão, refere-se ao Hortifruti Natural da Terra, ativo que a Americanas planejava vender, mas cujas negociações foram suspensas, depois de a companhia não conseguir chegar ao valor esperado",0,"[[0.9797581434249878, 0.01941658928990364, 0.0008252691477537155]]"
136,"Americanas fecha acordo com bancos credores Varejista tem agora o caminho livre para aprovar seu plano de recuperação judicial ainda neste ano, o que permitirá a entrada de novos recursos no caixa, algo fundamental para a viabilidade da empresa ",1,"[[0.001893307315185666, 0.6482027769088745, 0.3499039113521576]]"
137,Americanas girava até 10% da venda com verbas e incentivos A dúvida do setor é como soma tão grande de acordos por anos não havia sido identificada,1,"[[0.0003512581461109221, 0.9991849064826965, 0.0004638224490918219]]"
138,"Americanas muda texto e inclui anexos ao plano horas antes da assembleia Quase um ano após o anúncio do rombo contábil na rede, a investigação pelo comitê independente, composto por especialistas não relacionados com o grupo, encarregado de apurar a origem dos problemas, não foi finalizada",1,"[[0.0002931664348579943, 0.9991843104362488, 0.0005224975757300854]]"
139,"Americanas não pensa em se desfazer da fintech Ame Os executivos afirmam que a auditoria da Ame não foi concluída a tempo de ser incluída na apresentação de resultados, mas que não há irregularidades nas operações da fintech",1,"[[0.002814321080222726, 0.9945040941238403, 0.0026815629098564386]]"
140,Americanas perde 42% e será excluída do Ibovespa Ação da varejista agora vale R$ 1; bolsa sobe com commodities,1,"[[0.0006453010137192905, 0.9988096952438354, 0.0005449202726595104]]"
141,"Americanas propõe remuneração 10% maior a conselho em 2023 e reduz em quase 30% valor a diretores Montantes, que consideram salários fixos, pagamentos variáveis e ações, serão submetidos a assembleia de acionistas da companhia no dia 29 de abril",1,"[[0.0015852662036195397, 0.992763102054596, 0.005651651415973902]]"
142,"Americanas reafirma que vai recorrer contra suspensão do Novo Mercado A varejista, no entanto, ainda não cumpre com um pré-requisito para usar o selo de governança corporativa da bolsa: a inexistência de ressalvas no balanço",1,"[[0.1749739795923233, 0.8065528869628906, 0.01847315952181816]]"
143,"Americanas recebe aval da Justiça para pagar débitos trabalhistas e de pequenos credores Companhia e empresas coligadas planejam liquidar cerca de R$ 192,4 milhões em dívidas com funcionários e pequenos fornecedores no curto prazo com parte do financiamento DIP de R$ 1 bilhão",1,"[[0.00040381361031904817, 0.9885956645011902, 0.01100050751119852]]"
144,"Americanas republica resultados de 202122 sem parecer do auditor Números trouxeram prejuízos bilionários e patrimônio líquido negativo de R$ 26,6 bilhões; analistas e investidores veem obstáculos ao plano de recuperação",0,"[[0.9981081485748291, 0.0014137894613668323, 0.00047806173097342253]]"
145,Americanas substituiu toda a diretoria para acelerar a credibilidade externa e interna O diretor-presidente destaca que o trabalho de reestruturação acontece em paralelo ao de recuperação judicial,1,"[[0.0013218203093856573, 0.9883779883384705, 0.010300151072442532]]"
146,"Americanas tem R$ 43 bi de dívidas em recuperação judicial Companhia deverá negociar com cerca de 16,3 mil credores",1,"[[0.004516237881034613, 0.9940434098243713, 0.0014403348322957754]]"
147,"Americanas tem o maior passivo a descoberto entre empresas de capital aberto Apenas a Samarco Mineração, de capital fechado, possui um passivo a descoberto maior do que a Americanas",1,"[[0.004180454649031162, 0.9948545694351196, 0.0009649350540712476]]"
148,"Americanas tem queda expressiva em tráfego de sites após escândalo contábil, diz Citi O banco destaca que Amazon parece ter sido a principal beneficiada da derrocada da Americanas, com crescimento de 41% no tráfego em seus sites e de 83% nos downloads de aplicativos",1,"[[0.08675356209278107, 0.7452092170715332, 0.16803717613220215]]"
149,"Americanas teve prejuízo de R$ 6 bilhões em 2021 e de R$ 12,9 bi em 2022 O auditor independente negou-se a dar opinião sobre as demonstrações financeiras da rede. Companhia diz que vive momento ‘singular’ na sua história e detalha plano estratégico",0,"[[0.9916818737983704, 0.0071698869578540325, 0.0011482670670375228]]"
150,"Americanas vai ampliar a oferta de produtos e segmentar o portfólio das lojas No digital, as margens serão priorizadas ante o volume de vendas",1,"[[0.0005648398073390126, 0.9252204895019531, 0.07421466708183289]]"
151,"Americanas é suspensa do Instituto Ethos Varejista é a 13ª companhia a ser suspensa nos 25 anos de história do instituto, depois que veio à tona o escândalo contábil de R$ 20 bilhões nos seus balanços financeiros",1,"[[0.0016320839058607817, 0.9976334571838379, 0.0007344625773839653]]"
152,"Americanas, Magazine Luiza e Via somam resultado financeiro negativo de R$ 1,6 bilhão A escalada na taxa Selic desde 2021 fez disparar as despesas financeiras do varejo e piorou consideravelmente o resultado financeiro líquido das varejistas",0,"[[0.9983431100845337, 0.001233209390193224, 0.00042372115422040224]]"
153,"Americanas, Magazine Luiza e Via têm resultados fracos no 3º trimestre, diz Credit Suisse Segundo o banco, o setor de comércio eletrônico seguiu a tendência dos períodos anteriores de foco em lucro em detrimento das margens",0,"[[0.9897247552871704, 0.009658715687692165, 0.0006165648228488863]]"
154,"Americanas: Banco ABC Brasil e Itaú Asset aderem a plano de recuperação judicial; adesão vai a 47% da dívida Companhia se comprometeu a manter o mercado atualizado sobre as novas adesões ao plano de recuperação judicial, investimento e outras avenças e demais assuntos relacionados",1,"[[0.0005854307673871517, 0.9927922487258911, 0.0066223046742379665]]"
155,"Americanas: O que se sabe até agora sobre o rombo de R$ 20 bilhões A varejista tenta se desvencilhar das armadilhas que ela mesma criou, em meio a um cenário de acusações, brigas, desconfianças e reviravoltas. Afinal, o que está na mesa é uma conta de R$ 20 bilhões",1,"[[0.033220794051885605, 0.962584376335144, 0.004194863606244326]]"
156,"América Latina deve continuar numa dinâmica de baixo crescimento em 2024 Cepal projeta que PIB da América Latina crescerá 1,9%, contra média de 2,9% da economia global e de 4% dos emergentes e países mais pobres",0,"[[0.9942680597305298, 0.004669602494686842, 0.0010623999405652285]]"
157,"América Latina mantém tendência de baixo crescimento, aponta Cepal Este baixo crescimento resulta na desaceleração da criação de empregos e na persistência da informalidade e das disparidades de gênero",0,"[[0.990227460861206, 0.00897916965186596, 0.0007934290333651006]]"
158,"Anace vê necessidade de mais clareza legal e regulatória na abertura do mercado de energia elétrica Ambiente permite a escolha do fornecedor da eletricidade, bem como as condições contratuais",1,"[[0.0006614317535422742, 0.924523651599884, 0.07481492310762405]]"
159,Analistas aceleram as revisões de preço-alvo das ações Mudanças intensas no cenário econômico global dificultam previsão de valor dos papéis,1,"[[0.09159587323665619, 0.8897272944450378, 0.018676742911338806]]"
160,"Analistas elogiam perfil de Noronha, mas destacam desafios do Bradesco Banco tem de elevar rentabilidade no médio prazo, afetada pelo aumento da inadimplência e a competição mais acirrada",2,"[[0.011582672595977783, 0.09162783622741699, 0.8967894315719604]]"
161,"Antecipação de R$ 94 bi em precatórios ainda terá efeitos na economia em 2024, diz CNI Entidade disse ainda que vê pontos positivos na reforma tributária, mas destacou que a alíquota de 27% no IVA preocupa e é consumidor que vai pagar",2,"[[0.001579540898092091, 0.10153057426214218, 0.896889865398407]]"
162,"AntiTesla, i5 chega ao país em 2024 com quase 600 cv Sedã elétrico derivado do Série 5 acelera de 0 a 100 kmh em 3,8 s e chega a 250 kmh",1,"[[0.0001319748698733747, 0.9992635846138, 0.0006044120527803898]]"
163,"Análise: Aprovação de plano da Americanas coloca Lemann, Telles e Sicupira de volta ao controle Os empresários voltarão a ser os controladores e terão a missão de sanear a varejista após um escândalo que abateu duramente a empresa e respingou na imagem do trio de bilionários",1,"[[0.005065447185188532, 0.9586881995201111, 0.03624638170003891]]"
164,"Análise: As dúvidas que não foram respondidas pelos números da Americanas  A viabilidade da companhia é, justamente, a questão fundamental para a qual ainda não há resposta",1,"[[0.00228136801160872, 0.9957215785980225, 0.001997044775635004]]"
165,"Análise: Auditores tentam explicar há anos o que fazem, e nós não entendemos As firmas de contabilidade dizem, em sua defesa, que o auditor das demonstrações financeiras não é um investigador de fraudes. Sua função é confirmar se os dados fornecidos estão dentro das normas contábeis",1,"[[0.0022483253851532936, 0.9943534135818481, 0.003398340893909335]]"
166,"Análise: Com saída de Lazari, Bradesco quer mostrar empenho na modernização Gestão do agora ex-CEO teve pontos positivos, mas executivo enfrentou problemas; tarefa de Noronha de mudar imagem do banco não será fácil ",2,"[[0.0014883937546983361, 0.10876006633043289, 0.8897515535354614]]"
167,"Análise: Escalada dos Treasuries pouco mexe com previsões do mercado para o dólar Na teoria, a alta dos juros americanos deveria afetar a cotação do dólar, porque – tudo mais constante – altera a diferença entre juros internos e externos",0,"[[0.6139315962791443, 0.3752421736717224, 0.010826149955391884]]"
168,"Análise: Esta pode ser a Black do ‘Meli’, em mais um sinal da força dos sites estrangeiros Empresa calcula que, até a quinta, as vendas já representaram três Black Fridays",1,"[[0.00020633504027500749, 0.999219536781311, 0.0005741365603171289]]"
169,"Análise: Incorreções do Magazine Luiza não são inconsistências da Americanas, mas preocupam  O lucro foi inflado em R$ 830 milhões nos últimos anos, que agora serão subtraídos do patrimônio líquido",1,"[[0.1751553863286972, 0.8193039298057556, 0.005540685262531042]]"
170,Análise: Mercado não deve esperar que Copom reaja mecanicamente ao Fed Mais relevante para as decisões do colegiado é o que mudança no ambiente internacional significa para o cenário doméstico,1,"[[0.0005235179560258985, 0.9915024042129517, 0.007974105887115002]]"
171,"Análise: Por que o varejo ainda não ‘comprou’ toda a tese de fraude na Americanas Há uma pergunta recorrente no mercado sobre o valor dos lançamentos artificiais com verbas de propaganda e outros incentivos comerciais, que está muito fora dos padrões do setor: como ninguém viu?",1,"[[0.010069119744002819, 0.9877007007598877, 0.0022302065044641495]]"
172,"Análise: Queda do risco de recessão técnica tira pressão da equipe econômica Com a expansão de 0,1% divulgada pelo IBGE, as chances de ocorrerem dois trimestres seguidos negativos fica menor",0,"[[0.998167872428894, 0.0014610309153795242, 0.00037104400689713657]]"
173,"Análise: Sem surpresas, chineses levam quase todo leilão de transmissão; Eletrobras fica de fora O certame marcou a volta da Alupar ao jogo. A Eletrobras, que era dada como outra favorita, não arrematou nada",1,"[[0.0010653764475136995, 0.9973352551460266, 0.0015993729466572404]]"
